external_mode,n_workers,seed,strategy,mean_barrier_ms,p95_barrier_ms,mean_decode_ms,mean_extra_compute,mean_rows_after_decode,decode_success_rate,mean_dispatch_ms,mean_cancel_ms,method,source,artifact,uses_first_decode_features,notes
k3s,8,11,rank_aware_sparse_flexible,27.001909875025323,41.821963100085135,23.569172874999786,2.641578311011904,0.5,1.0,0.4084947500472875,1.6608937499995,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,8,11,deadline_aware_sparse_flexible,26.9071001249585,41.17718054985736,23.454329624996674,2.5473167782738093,0.625,1.0,0.457105124979725,1.6433806250403873,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,8,11,system_portfolio,26.43464024993131,41.06597189988857,23.53102712490336,2.2510230654761902,0.25,1.0,0.5045017499582625,1.5867525000316627,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,8,11,guarded_system_portfolio,16.089057749951472,23.194868099983466,12.936514624925577,2.380464099702381,0.375,1.0,0.4734645000041501,1.6332953749724375,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,8,11,online_counter_guard_rank_aware_sparse_flexible,16.218463749993326,23.269512749959613,12.940779875009374,2.381184895833333,0.375,1.0,0.5062635000001,1.6372623749702502,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,8,11,online_counter_guard_deadline_aware_sparse_flexible,16.15291937497426,23.183934699966287,12.940630250028525,2.333333333333333,0.625,1.0,0.5351930000187626,1.6275098749644625,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,8,11,rltune_style_selector,29.533877249946237,52.470688099913296,27.91925199997531,1.0,0.0,1.0,0.4262582500302375,1.56658637502,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,8,11,sailor_style_heterogeneity_aware,29.048689625000137,52.45628415015058,27.417935750008787,1.0,0.0,1.0,0.419797499972625,1.5841321250320124,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,8,17,speed_aware_uncoded,24.397206749966898,37.466320249973215,22.810992250015225,1.0,0.0,1.0,0.43273175000985004,1.5373412500422874,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,8,17,speculative_replication,24.834605750015683,38.561646949994994,23.196172624977827,1.0,0.0,1.0,0.3771704999735125,1.5905328749852,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,8,17,sparse_flexible_static,24.211508624944074,53.21151759991372,21.046016749920625,2.6240699404761907,0.25,1.0,0.4572248749923,1.6592886250065877,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,8,17,original_sfcl_static,24.05530987499556,53.16196890008767,20.877168375022798,2.6240699404761907,0.25,1.0,0.48882274998612496,1.6245666250256001,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,8,17,worker_aware_sparse_flexible,26.0976417499705,44.30271070002616,22.772385874958402,2.7017299107142856,0.5,1.0,0.4205864999846125,1.676318749986125,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,8,17,rank_aware_sparse_flexible,26.043380499970603,44.99629514995143,22.460304749955586,2.5318080357142856,0.5,1.0,0.5104197500713376,1.6043561249716376,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,8,17,deadline_aware_sparse_flexible,26.21289449999149,45.36124659998672,22.458922874960713,2.500186011904762,0.625,1.0,0.47169612497549995,1.6716521249690626,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,8,17,system_portfolio,24.57168662505179,37.64720585011218,21.767123875036948,1.6248139880952381,0.625,1.0,0.553172374964075,1.7174067500604375,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,8,17,guarded_system_portfolio,20.462097000006402,36.50452365002362,17.413424875002136,2.003324962797619,0.375,1.0,0.44754550000897503,1.6851461250552748,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,8,17,online_counter_guard_rank_aware_sparse_flexible,21.0869772500359,42.3975774000723,17.603393750050536,2.4386393229166665,0.625,1.0,0.4244086250081875,1.7012635000241376,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,8,17,online_counter_guard_deadline_aware_sparse_flexible,21.052164000081973,42.32533530009726,17.569265375072924,2.4386393229166665,0.625,1.0,0.503307625024225,1.6649786249728873,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,8,17,rltune_style_selector,24.224488375040163,37.245960599977906,22.5962081250088,1.0,0.0,1.0,0.4224350000753875,1.5791572500063127,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,8,17,sailor_style_heterogeneity_aware,24.278239124953373,37.25958414983095,22.606962124996198,1.0,0.0,1.0,0.5237658750160499,1.626397250021175,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
